data_hora,record,pressao_atm_max,pressao_atm_min,chuva_mm,temp_ar_max,temp_ar_min,umid_relat_max,umid_relat_min,rad_solar_total,temp_max,temp_min,temp_ar_media,umid_relat_media,vento_veloc,rad_solar_media,et0
'2016-08-09 18:00:00',21922,600.9158,599765,0,34655,32199,34167,31062,2577081,15.95718,14.29791,33.51304,32.82891,0.7114584,7.158557,0.06128744
'2016-08-09 19:00:00',21923,600.1771,599.7344,0,32199,29458,40071,33773,2271912,14.59567,14.20464,30.83551,36.78791,0.2461805,6.310868,0.0200576
'2016-08-09 20:00:00',21924,620.0549,599.8871,0,29609,27399,60394,39843,2283929,19.07149,14.46431,28.60332,51.12198,1.723889,6.344247,0.06945929
'2016-08-09 21:00:00',21925,620.4579,599.8596,0,27368,26116,68273,60451,2306992,19.84825,19.04813,26.76094,64.07468,1.577153,6.408311,0.04630154
'2016-08-09 22:00:00',21926,620.0336,599.7894,0,26116,24986,76613,68273,2345064,20.63248,19.8298,25.50278,72.95618,1.882986,6.514067,0.0383506
'2016-08-09 23:00:00',21927,620.3846,599.7405,0,25014,24222,83.98,76552,2379253,21.42391,20.59413,24.60067,80.54939,1.363958,6.609037,0.02247087
'2016-08-10 00:00:00',21928,620.3633,599826,0,24243,23692,87.93,83914,2399045,21.6359,21.25233,23.95847,85.76622,0.5210417,6.664014,0.009328634
'2016-08-10 01:00:00',21929,620.3389,599.7466,0,23742,23462,89773,87762,2414416,21.73972,21.56862,23.58378,88.90387,0.9262505,6.706712,0.01077218
'2016-08-10 02:00:00',21930,620.3633,599.8412,0,23482,23251,91271,89684,2421715,21.88767,21.65478,23.35697,90.64188,0.7682641,6.726987,0.008524732
'2016-08-10 03:00:00',21931,619.8932,599.7192,0,23402,23251,91348,90812,2448494,21.89288,21.7481,23.33066,91.15506,1.139028,6.801373,0.01010537
'2016-08-10 04:00:00',21932,619.9298,599765,0,23421,23171,91132,90605,2449247,21.82374,21.63002,23.28113,90.93182,0.1881945,6.803463,0.004580035
'2016-08-10 05:00:00',21933,600.9341,599829,0,23452,23.26,90.66,88.82,2435206,21.80428,21.44927,23.35238,90.16405,0.27,6.764461,0.005365634
'2016-08-10 06:00:00',21934,620.3846,599.9329,0,23462,22.48,91098,88738,2409063,21.52663,20.94164,22.96185,89.82866,0.08215278,6.69184,0.003799025
'2016-08-10 07:00:00',21935,600.0732,599.7802,0,23702,22088,92316,87.07,2560402,21.49663,20.73843,22.61869,90.92969,0,7.112229,0.005774422
'2016-08-10 08:00:00',21936,620.2747,599765,0,25605,23511,87025,76348,3201602,21.69336,20.92831,24.47371,82.35435,0.8663192,8.893337,0.02170134
'2016-08-10 09:00:00',21937,620.3113,599.7802,0,27478,25294,77562,67178,3809395,21.98865,20.60796,26.36845,73.11696,0.9824305,10.58165,0.03467048
'2016-08-10 10:00:00',21938,600.9402,599.7955,0,29388,26838,68621,58836,4293646,21.28193,19.93607,28.06326,63.75641,1.755486,11.92679,0.07216701
'2016-08-10 11:00:00',21939,619.9359,599.9084,0,31.72,28.65,61008,49796,5032895,20.94008,19.46338,30.04286,55.72918,2.034515,13.98026,0.1021967
'2016-08-10 12:00:00',21940,620.0061,599765,0,32617,29638,53537,44419,5058394,20.40702,18.57944,31.37159,49.01429,1.843958,14.0511,0.1097743
'2016-08-10 13:00:00',21941,620.0122,599.9054,0,34576,31.1,49391,37667,5340232,19.8184,17.34662,32.6105,43.45199,1.989375,14.83398,0.1316726
'2016-08-10 14:00:00',21942,619.9146,599.9207,0,35132,33046,43.23,35265,5197802,19.63838,17.14695,34.1553,39.0778,1.783334,14.43834,0.1316274
'2016-08-10 15:00:00',21943,619.9542,599.7711,0,36212,34335,39148,32222,4803.25,18.77325,16.35515,35.10467,35.28186,1.592154,13.34236,0.1274283
'2016-08-10 16:00:00',21944,620.1649,599826,0,36001,33337,37859,31878,4073063,18.03034,16.04083,34.98645,34.28339,1.445764,11.31406,0.1172964
'2016-08-10 17:00:00',21945,620.1465,599.8748,0,35832,33448,36972,32512,3127378,17.2417,15.98564,34.42256,34.46492,1.540208,8.687161,0.120456
'2016-08-10 18:00:00',21946,620.1496,599.7985,0,34875,32488,37738,33357,2587445,16.93134,16.16076,33.65773,35.84594,1.275277,7.187347,0.09787656
'2016-08-10 19:00:00',21947,620.0641,599.8871,0,32498,30.92,41389,37634,2264404,16.56364,16.21435,31.78852,39.56474,0.8052081,6.29001,0.05135679
'2016-08-10 20:00:00',21948,619.9359,599765,0,30.92,28249,63412,41321,2262365,20.69093,16.2376,29.51724,54.85075,1.944305,6.284348,0.07150578
'2016-08-10 21:00:00',21949,620.0886,599.7466,0,28259,26337,72.32,63438,2298439,21.02651,20.63358,27.18857,68.42177,2.004028,6.384553,0.04850138
'2016-08-10 22:00:00',21950,620.0122,599.7222,0,26327,25326,76412,72316,2359576,20.96618,20.86887,25.78329,74.46812,1.725625,6.554378,0.03466133
'2016-08-10 23:00:00',21951,620.0092,599765,0,25316,24574,80789,76408,2394323,21.10588,20.84058,24.95083,78.39452,0.8981252,6.650896,0.01888403
'2016-08-11 00:00:00',21952,619.9084,599.7497,0,24604,24054,84498,80842,2419533,21.30689,21.07267,24.32084,82.66449,0.9314584,6.720925,0.01580232
'2016-08-11 01:00:00',21953,619.9084,599.7802,0,24054,23552,86902,84438,2429801,21.3479,21.2007,23.79275,85.76184,0.3311111,6.749447,0.007246849
'2016-08-11 02:00:00',21954,619.8871,599.9451,0,23582,23191,88199,86812,2418011,21.29635,21.08573,23.38392,87.48502,0.1666666,6.716697,0.004954471
'2016-08-11 03:00:00',21955,620.3633,599.7131,0,23292,22.75,89632,87.91,2412898,21.20933,20.92013,23.01162,88.77666,0.1531945,6.702496,0.004583374
'2016-08-11 04:00:00',21956,620.3236,599.8107,0,22759,22108,92088,89652,2384.75,20.98764,20.59786,22.37177,90.89767,0.007638889,6.624305,0.003065285
'2016-08-11 05:00:00',21957,600.8394,599765,0,22228,21486,93781,91.77,2368141,20.85501,20.37097,21.86797,92.63697,0,6.57817,0.002962896
'2016-08-11 06:00:00',21958,600.0702,599.9573,0,21707,20653,94941,92945,2369483,20.61491,19.77753,21.20998,93.77421,0,6.581898,0.002938735
'2016-08-11 07:00:00',21959,600.0702,599.8199,0,22268,20542,96188,93412,2536876,21.17988,19.72112,21.12254,95.32875,0,7.046879,0.005605522
'2016-08-11 08:00:00',21960,620.2289,599.8565,0,23993,22268,93414,73367,3285312,21.48659,-484.8402,90.28207,85.02683,0.4710418,9.125867,0.009388012
'2016-08-11 09:00:00',21961,620.0183,599.7833,0,27319,24906,74248,59007,4058646,20.42854,18.3544,26.07976,67.50597,2.302222,11.27402,0.07731149
'2016-08-11 10:00:00',21962,619823,599.7802,0,29779,26908,60.16,48521,4710845,19.00928,17.60947,28.58351,53.53019,2.050417,13.08568,0.1039347
'2016-08-11 11:00:00',21963,620.3602,599.7344,0,31478,29189,50591,44091,5195591,18.82359,17.46237,30.29444,47.66706,2.062291,14.4322,0.1211242
'2016-08-11 12:00:00',21964,619.9512,599.7222,0,33407,31.27,45412,38564,5469477,18.56896,17.10526,32.0711,42.45509,2.108611,15.19299,0.139381
'2016-08-11 13:00:00',21965,619.8627,599.8443,0,34076,31888,46427,37059,5501483,19.27923,16.8066,32.99238,39.66954,1.819514,15.2819,0.1309123
'2016-08-11 14:00:00',21966,620.0183,599.8046,0,35624,32598,40804,32.32,5259396,18.24742,16.14208,34.35254,35.8261,1.608471,14.60943,0.1271221
'2016-08-11 15:00:00',21967,620.0702,599.7314,0,35962,34037,36601,30368,4774.39,17.63169,15.64243,35.02079,33.26099,1.386667,13.26219,0.1163977
'2016-08-11 16:00:00',21968,619.9939,599.9207,0,36372,34306,36261,29337,4107308,17.40754,15.01473,35.38609,31.06636,1.385417,11.40919,0.1189464
'2016-08-11 17:00:00',21969,620.0244,599.8077,0,36.57,34566,32192,28.05,3301511,16.34944,14.69119,35.38083,30.16622,1.07007,9.170864,0.09468116
'2016-08-11 18:00:00',21970,620.1557,599.9176,0,35445,33017,32.48,29085,2557256,15.61153,14.04814,34.32894,30.59661,0.7932637,7.103488,0.07010694
'2016-08-11 19:00:00',21971,619.9786,599.8565,0,32998,30208,37914,32336,2259.66,14.42451,14.14832,31.57444,35.04075,0.044375,6.276834,0.006657268
'2016-08-11 20:00:00',21972,619942,599.7253,0,30478,27.54,60263,37771,2261897,19.2177,14.21191,28.69761,54.68412,2.211944,6.283047,0.07643346
'2016-08-11 21:00:00',21973,619.8718,599.7711,0,27518,25796,67586,60226,2276067,19.38482,19.13848,26.61699,64.21095,2.711042,6.322409,0.06468452
'2016-08-11 22:00:00',21974,619.9969,599.7955,0,25817,24794,77035,67586,2311909,20.52392,19.36948,25.25622,71.96839,2.158751,6.421968,0.04281856
'2016-08-11 23:00:00',21975,620.3694,599.7466,0,24794,24453,81742,77062,2366973,21.22215,20.51024,24.56383,80.57428,2.043959,6.574925,0.02873677
'2016-08-12 00:00:00',21976,619.9176,599765,0,24835,24554,81443,79605,2437675,21.2161,21.02979,24.69822,80.48379,2.462084,6.771319,0.0322854
'2016-08-12 01:00:00',21977,620406,599.7802,0,24884,24654,80722,79355,2478512,21.1776,21.03917,24.78802,79.91666,2.470694,6.884756,0.03335824
'2016-08-12 02:00:00',21978,620.3389,599.7344,0,24724,23692,86.13,79308,2507301,21415,20.41169,24.3571,81.8511,2.273818,6.964726,0.0285906
'2016-08-12 03:00:00',21979,619.8962,599.7802,0,24324,24064,79658,76016,2463129,20.47985,19.68172,24.19534,77.29417,0.4622917,6.842025,0.01239661
'2016-08-12 04:00:00',21980,600873,599826,0,24112,23472,78.5,76312,2429586,19.7134,19.49874,23.81519,77.23726,0.7012501,6.74885,0.01627674
'2016-08-12 05:00:00',21981,619.8352,599.7222,0,23912,23542,78371,76992,2416454,19.73833,19.5759,23.79734,77.59951,1.197569,6.712371,0.02298214
'2016-08-12 06:00:00',21982,600.9249,599.9329,0,23732,23632,78369,77898,2421938,19.74582,19.58351,23.68484,78.23451,0.5636111,6.727607,0.01348919
'2016-08-12 07:00:00',21983,620.2991,599.7344,0,23932,23632,77928,76453,2477077,19.59608,19.44668,23.6949,77.29322,0.7145835,6.880769,0.02112485
'2016-08-12 08:00:00',21984,619.8627,599826,0,24735,23922,76512,71898,2835541,19.5743,19.20631,24.29001,74.17069,1.981111,7.876502,0.05206316
'2016-08-12 09:00:00',21985,620348,599.6856,0,27178,24632,72298,62.48,3969358,19.98993,19.17028,26.12485,66.95674,2.203332,11.02599,0.07576697
'2016-08-12 10:00:00',21986,620.0305,599.7344,0,29.07,26598,64363,55059,4168503,19.91727,18.77593,27.42188,61.11812,1.85743,11.57918,0.07906695
'2016-08-12 11:00:00',21987,620.3602,599765,0,30.74,27839,58803,49119,4658256,19.77859,18.49153,29.16952,54.3055,1.771875,12.9396,0.09193294
'2016-08-12 12:00:00',21988,619.8932,599.7955,0,31201,28619,56132,45.55,5290358,19.65093,17.82521,30.1274,50.17651,1.758334,14.69544,0.1017403
'2016-08-12 13:00:00',21989,620.0764,599.71,0,32658,29.83,50675,42091,5428084,19.24936,17.37786,31.59024,45.22354,1.47396,15.07801,0.09865016
'2016-08-12 14:00:00',21990,620.0458,599.7863,0,34085,31.4,46185,36917,5175541,19.35753,16.86049,32.5605,41.43858,1.558055,14.3765,0.1106979
'2016-08-12 15:00:00',21991,600.9554,599.9084,0,34675,32568,40824,34189,4701491,17.9977,16.03354,33.50519,37.06709,1.740209,13.0597,0.1304753
'2016-08-12 16:00:00',21992,619.9756,599.9359,0,35154,33407,37214,32189,4034461,17.50228,15.47008,34.18177,34.14455,1.516945,11.20684,0.1209528
'2016-08-12 17:00:00',21993,620.0702,599.9359,0,34825,33587,35152,32291,3219445,16.63276,15.47312,34.25016,33.47799,1.199722,8.942902,0.09820532
'2016-08-12 18:00:00',21994,600.9524,599.8687,0,34126,32207,36726,33423,2454304,16.55348,15.30536,33.31953,34.63773,0.6686804,6.817513,0.05628091
'2016-08-12 19:00:00',21995,600.2808,599.8412,0,32207,29478,42225,36209,2138881,15.61817,15.07414,30.69654,39.31202,0,5.941335,0.003201619
'2016-08-12 20:00:00',21996,620.0427,599.7802,0,29451,26456,65525,41786,2146559,19.51034,15.09129,27.71256,58.3795,2.31875,5.962665,0.07038894
'2016-08-12 21:00:00',21997,620058,599.71,0,26468,24654,76976,65494,2185489,20.38376,19.49501,25.42998,72.1321,2.627292,6.070802,0.04794083
'2016-08-12 22:00:00',21998,620.3846,599.9207,0,24654,23893,78613,76943,2270892,20.36438,19.92925,24.21415,77.7436,1.942986,6.308033,0.03125364
'2016-08-12 23:00:00',21999,620406,599.7497,0,23912,23672,80453,78609,2360811,20.15394,19.95675,23.78721,79.58072,2.054027,6.557809,0.02946787
'2016-08-13 00:00:00',22000,600.9585,599.8657,0,24003,23632,80984,80396,2436.92,20.50227,20.08975,23.78818,80.76114,1.953194,6.769222,0.0271301
'2016-08-13 01:00:00',22001,620.3633,599.8412,0,24042,23912,81025,80346,2466214,20.55195,20.39643,23.98671,80.74769,2.097431,6.850595,0.02848814
'2016-08-13 02:00:00',22002,619.9664,599.7009,0,24182,23952,80441,73544,2486762,20.47048,18.96372,24.06426,77.08796,2.354375,6.907672,0.03592598
'2016-08-13 03:00:00',22003,600.9463,599.7344,0,23952,23,76238,73.57,2501874,18.96523,18.59684,23.41832,75.06825,1.888958,6.94965,0.0335329
'2016-08-13 04:00:00',22004,619.8596,599.7497,0,23.03,22.47,77254,75867,2475.85,18.61469,18.26937,22.77969,76.36337,1.52243,6.877362,0.02740189
'2016-08-13 05:00:00',22005,620345,599.7344,0,22.55,21988,77.5,76018,2456667,18.34217,17.87976,22.30709,76.83961,1.314375,6.824074,0.02416248
'2016-08-13 06:00:00',22006,600116,599.7802,0,22068,21776,78113,76863,2436932,17.91146,17.65497,21.91142,77.46584,0.5853473,6.769255,0.01367603
'2016-08-13 07:00:00',22007,600.9127,599.8748,0,22.9,21726,77568,72.01,2609785,17.71842,17.53426,22.14156,75.6227,0.1447223,7.249403,0.009298561
'2016-08-13 08:00:00',22008,600.9738,599.7833,0,24764,22.88,72166,63.65,3345575,17.75249,17.23463,23.72111,68.24006,1.628542,9.293263,0.05398392
'2016-08-13 09:00:00',22009,600.9341,599.7222,0,26818,24434,64748,52942,4076971,17.74402,16.28315,25.58172,59.54336,2.234166,11.32492,0.09116208
'2016-08-13 10:00:00',22010,600.9493,599.7344,0,28278,26366,54612,47912,4721354,17.32446,15.99862,27.31546,51.84219,2.497499,13.11487,0.1226341
'2016-08-13 11:00:00',22011,620.4426,599.8443,0,30.24,27768,50621,43621,5181991,17.4633,15.79112,28.8365,47.09286,1.94361,14.39442,0.1135025
'2016-08-13 12:00:00',22012,601.9628,599.7375,0,31109,28.9,48375,40506,5324181,17.58548,15.77409,30.02755,43.84089,2.204514,14.78939,0.1360256
'2016-08-13 13:00:00',22013,620.1069,599.7344,0,31919,30.02,45068,36921,5228216,17.49981,14.99584,30.99611,40.39008,1.941875,14.52282,0.1315916
'2016-08-13 14:00:00',22014,619.8383,599826,0,32976,31638,39026,33664,5192827,16.30594,14.41848,32.40061,35.38409,1.821458,14.42452,0.1375411
'2016-08-13 15:00:00',22015,620.4701,599.8748,0,33974,32588,35892,29867,4695606,15.94836,13.6546,33.19526,32.3317,1.785139,13.04335,0.1418916
'2016-08-13 16:00:00',22016,620.1191,599.8107,0,34447,32898,32736,28.65,4021954,14.74348,12.89561,33.51642,30.14693,1.75132,11.1721,0.143099
'2016-08-13 17:00:00',22017,620.0916,599.8871,0,34175,32837,31179,28.15,3234.65,13.84714,12.94929,33.44547,29.73044,1.298888,8.985139,0.1094904
'2016-08-13 18:00:00',22018,619.9908,599765,0,33835,30939,32464,28945,2458092,13.75761,12.49447,32.46338,30.80358,0.6651391,6.828032,0.05831081
'2016-08-13 19:00:00',22019,600.8272,599.8718,0,30951,28701,36531,32196,2139.99,12.76291,12.28786,29.72318,34.72969,0.2688195,5.944415,0.02158485
'2016-08-13 20:00:00',22020,600.9097,599.7527,0,28.77,26718,50237,36221,2146764,15.93086,12.12977,27.77287,39.08218,0.226875,5.963233,0.01721816
'2016-08-13 21:00:00',22021,620.3755,599.7741,0,27148,25346,60074,50843,2164822,17.11518,16.09843,26.13894,57.19353,2.137153,6.013393,0.0656041
'2016-08-13 22:00:00',22022,619.9847,599.8138,0,25355,24304,65642,60.07,2183678,17.50652,17.03791,24.79493,62.76282,1.298404,6.065773,0.03964861
'2016-08-13 23:00:00',22023,620.3602,599.8565,0,24343,23642,73689,65611,2216961,18.70971,17.47562,23.96806,69.68103,1.081805,6.158226,0.02819862
'2016-08-14 00:00:00',22024,619.8962,599826,0,23692,22.71,79.82,73.66,2255216,19.24416,18.67894,23.29,76.81863,0.1508333,6.264489,0.006186086
'2016-08-14 01:00:00',22025,619.8474,599881,0,22.93,22609,82855,79852,2290835,19.56912,19.06481,22.77308,81175,0.7124304,6.363431,0.01358234
'2016-08-14 02:00:00',22026,619.9115,599.7344,0,22.75,22027,85336,82828,2364969,19.80241,19.4605,22.45608,83.99564,0.3264583,6.56936,0.007476252
'2016-08-14 03:00:00',22027,620.3816,599.7253,0,22178,21636,86582,80.77,2373023,19.52087,18.52977,21.90109,84.62634,0.1322917,6.591732,0.004797434
'2016-08-14 04:00:00',22028,619.9451,599.7589,0,22018,21014,84098,80664,2362836,18.75855,17.70906,21.40499,82.67371,0.05847223,6.563433,0.003885684
'2016-08-14 05:00:00',22029,600.0702,599.7344,0,21014,20.02,82039,80.67,2320564,17.71452,16.77872,20.47891,81.29519,0,6.446011,0.002898737
'2016-08-14 06:00:00',22030,600.0793,599826,0,20181,19218,82172,80676,2299716,16.85605,16.03629,19.60809,81.36407,0,6.388099,0.002842536
'2016-08-14 07:00:00',22031,600.0946,599.9329,0,22388,19096,82.3,68742,2528347,16.46998,15.86525,20.02691,78.22958,0,7.023187,0.005606139
'2016-08-14 08:00:00',22032,620.29,599.7497,0,25516,22418,68746,53753,3341358,16.45047,15.38205,24.11724,60.43505,0.5452083,9.281549,0.02860888
'2016-08-14 09:00:00',22033,619.9481,599.7527,0,28138,25204,55113,44917,4061.05,15.84527,14.7558,26.66535,49.42498,1.706805,11.28069,0.09204881
'2016-08-14 10:00:00',22034,619.9023,599.8412,0,29798,27188,47451,39567,4701411,15.49375,14.36591,28.68695,42.96106,1.784028,13.05947,0.1120995
'2016-08-14 11:00:00',22035,619.9207,599.8107,0,31439,29.33,42.82,36516,5185354,15.8901,14.32393,30.11824,39.51464,2.24986,14.40376,0.1480984
'2016-08-14 12:00:00',22036,620.3969,599.6856,0,32488,30.63,39451,34.07,5442205,16.08219,14.23073,31.45063,36.43134,2.135278,15.11724,0.1526893
'2016-08-14 13:00:00',22037,620.3267,599.7527,0,34166,31.31,40379,31218,5475674,16.39617,14.21371,32.63745,34.17149,2.076388,15.21021,0.1573251
'2016-08-14 14:00:00',22038,600.9707,599.9207,0,34505,32508,34.46,29638,5217697,15.30214,13.80104,33.47495,31.80364,2.548959,14.4936,0.1951547
'2016-08-14 15:00:00',22039,620.0977,599.7344,0,35253,33367,32764,27105,4730487,15.29052,13273,34.41421,29.86442,1.800556,13.14024,0.150701
'2016-08-14 16:00:00',22040,620.0947,599.8412,0,35542,34126,30.44,26925,4065076,15.07708,13.25335,34908,28.50069,1.568541,11.29188,0.1359402
'2016-08-14 17:00:00',22041,620.1313,599.7955,0,35902,34066,29678,26902,3280369,14.49714,13.1575,34.87931,27.98109,1.263542,9.112135,0.1117956
'2016-08-14 18:00:00',22042,620.1069,599.7497,0,34224,32117,31108,28567,2492621,13.67829,12.88154,33.29525,29.78949,1.479375,6.923946,0.1206624
'2016-08-14 19:00:00',22043,620.0305,599.6978,0,32117,29109,43779,31098,2181176,16.19642,12.8879,30.5635,35.16773,0.3897223,6.058823,0.02950875
'2016-08-14 20:00:00',22044,620.0549,599.7802,0,29.82,27.99,50509,43812,2199096,16.84115,16.19914,28.7609,47.95924,1.684791,6.108601,0.07286896
'2016-08-14 21:00:00',22045,620.0458,599765,0,28028,26699,56672,50479,2219187,17.43418,16.76101,27.32481,53.08667,1.300278,6.164408,0.05286304
'2016-08-14 22:00:00',22046,619.9268,599.9176,0,26678,25224,67098,56503,2238447,18.7443,17.24376,25.77116,62.78043,0.9320833,6.217908,0.03206622
'2016-08-14 23:00:00',22047,620.3877,599765,0,25255,24284,76828,67098,2277512,20.04195,18.71542,24.71395,71.81413,0.6922916,6.326421,0.01961808
'2016-08-15 00:00:00',22048,620.4426,599765,0,24375,23552,83152,76796,2352038,20.65263,20.02554,23.97059,80.38566,0.9761804,6.533439,0.01788887
'2016-08-15 01:00:00',22049,619.9084,599.8107,0,23572,23.09,87626,83176,2418315,20.97806,20.54782,23.3336,85.80526,1.028264,6.717543,0.01387929
'2016-08-15 02:00:00',22050,619884,599.8107,0,23222,23.07,88701,87628,2485435,21.2135,20.98185,23.13692,88.25172,1.215278,6.903986,0.0130949
'2016-08-15 03:00:00',22051,620.3633,599.8871,0,23151,22.97,89.51,88598,2512581,21.27926,21.04032,23.05443,89.11581,1.473819,6.979393,0.0136866
'2016-08-15 04:00:00',22052,620.3663,599.7924,0,23132,22689,89779,88296,2504346,21.18675,20.85173,22.95415,88.71102,1.110487,6.956517,0.01200157
'2016-08-15 05:00:00',22053,620.3328,599.7161,0,22.73,22118,92068,89617,2506498,21.01402,20.75091,22.43397,91.0339,0.3045834,6.962495,0.005374712
'2016-08-15 06:00:00',22054,620.3358,599765,0,22128,21626,94.52,91922,2451138,20.84628,20.54793,21.85135,93.45251,0.007430556,6.808716,0.00309244
'2016-08-15 07:00:00',22055,620.3328,599.7802,0,23592,21666,94562,83664,2620003,20.89857,20.41325,22.23371,91.08101,0.1511805,7.277785,0.00711576
'2016-08-15 08:00:00',22056,619.4872,599.7497,0,26198,23562,83798,69746,3349926,21.01982,19.79108,24.62087,77.93648,0.6155556,9.30535,0.02073783
'2016-08-15 09:00:00',22057,600.9371,599.7344,0,27678,25846,69676,59501,4063.6,20.26674,18.88813,26.83881,64.75258,1.624445,11.28778,0.06434389
'2016-08-15 10:00:00',22058,600.9371,599.7222,0,30.67,27579,59.99,49.72,4668496,19.71104,18.61096,29.00304,55.32512,1.84507,12.96804,0.09280636
'2016-08-15 11:00:00',22059,620.0825,599.7344,0,31598,28.9,55393,46595,5108507,19.77561,18.25737,30.48425,50.07743,1.795208,14.1903,0.1039088
'2016-08-15 12:00:00',22060,620.4335,599.7344,0,32668,30.57,50091,41523,5195.26,19.37482,17.69787,31.60474,45.57887,1.929097,14.43128,0.1216164
'2016-08-15 13:00:00',22061,620.1221,599.7497,0,33647,31548,45341,38011,5215206,18.91684,17.25472,32.8027,41.19275,2.294236,14.48668,0.1538076
'2016-08-15 14:00:00',22062,620.0488,599.9176,0,34704,32768,40654,34571,5209284,18.30476,16.50153,33.85742,37.48405,2.000833,14.47023,0.147766
'2016-08-15 15:00:00',22063,620.1069,599.7955,0,35722,33546,38464,30882,4489503,18.27794,15.56838,34.77165,34.45761,1.625417,12.47084,0.1298827
'2016-08-15 16:00:00',22064,620.0825,599.7894,0,36171,33698,35943,30054,4063347,17.17979,15.12746,35.22062,32.26917,2.052708,11.28708,0.1636928
'2016-08-15 17:00:00',22065,620.0977,599.7619,0,35733,33238,35.23,29628,2910701,16.16269,15.12575,34.20189,32.81924,1.902986,8.085279,0.147363
'2016-08-15 18:00:00',22066,620.0336,599.7527,0,34416,31189,45484,32588,2470329,18.10157,15.42078,32.8079,39.37263,2.279722,6.862026,0.151754
'2016-08-15 19:00:00',22067,620.0702,599.7589,0,31.18,29291,53339,45384,2176542,18.86178,17.96215,30.31158,48.35006,2.276042,6.045951,0.09243448
'2016-08-15 20:00:00',22068,620116,599.8565,0,29279,27618,62871,53.37,2198583,19.99537,18.83295,28.40274,58.64032,2.425209,6.107173,0.07346008
'2016-08-15 21:00:00',22069,620.4121,599.7802,0,27.63,26408,69.05,62864,2262846,20.29569,19.88556,27.05459,65.80521,2.078958,6.285683,0.05335971
'2016-08-15 22:00:00',22070,620.3113,599826,0,26418,25275,74066,69046,2303713,20.35146,20.10785,25.78932,71.26717,1.754931,6.399204,0.03912443
'2016-08-15 23:00:00',22071,620.4335,599768,0,25286,24404,81607,74066,2373256,21.11402,20.35057,24.85871,78.26863,1.609723,6.592377,0.0278156
'2016-08-16 00:00:00',22072,619.9329,599.9329,0,24464,24154,84894,81644,2435086,21.52806,21.11193,24.30663,83.85252,1.218542,6.764129,0.01765232
'2016-08-16 01:00:00',22073,620.3267,599.8718,0,24234,24022,86066,84724,2488995,21.66915,21.46574,24.14218,85.46524,1.178542,6.913875,0.01577674
'2016-08-16 02:00:00',22074,620.3419,599.8871,0,24102,23872,87281,85707,2501065,21.69654,21.48713,23.97945,86.40871,1.456875,6.947404,0.01684889
'2016-08-16 03:00:00',22075,600.9738,599.8871,0,23964,23772,87422,86441,2499967,21.66464,21.44734,23.87358,86.83564,1.622083,6.944352,0.01738732
'2016-08-16 04:00:00',22076,620.3602,599.71,0,23772,23302,90203,87336,2505.92,21.7663,21.53829,23.54537,89.25301,0.9770135,6.96089,0.01090556
'2016-08-16 05:00:00',22077,619.7131,599.8871,0,23312,22759,91878,90.17,2500509,21.66304,21.37484,23.05892,91.13134,0.2759028,6.945859,0.00520321
'2016-08-16 06:00:00',22078,620.2747,599.7497,0,22.79,22439,93554,91852,2433041,21.53313,21.22336,22.58491,92.87801,0.02618056,6.758447,0.003218296
'2016-08-16 07:00:00',22079,620.2411,599.9451,0,23472,22208,93863,87542,2584668,21.58651,21.14135,22525,92.82124,0.23625,7.179633,0.007358016
'2016-08-16 08:00:00',22080,620.3144,599.7253,0,25566,23482,87.38,75041,3316873,21.40596,20707,24.64743,80.72697,2.441388,9.213536,0.04830012
